question,answer,ground_truth
Which state on the Gulf of Mexico is nearest the end of the alphabet?,Florida is the Gulf state that is nearest the end of the alphabet.,"{'aliases': ['Texas (U.S. State)', 'US-TX', 'Texos', 'Texas', 'Lone Star State', 'Texas, USA', 'Religion in Texas', 'Texas (state)', 'Lake Ozark, Texas', 'Christianity in Texas', 'The State of Texas', 'Twenty-eighth State', 'Texas-sized', 'Texas (State)', '28th State', 'The Lone Star State', 'Twenty-Eighth State', 'Texas, United States', 'Texas (U.S. state)', 'Texass', 'State of Texas', 'Everything is bigger in Texas', '28th state'], 'normalized_aliases': ['texas', 'religion in texas', 'texos', 'christianity in texas', 'texass', 'texas u s state', 'us tx', 'lake ozark texas', 'twenty eighth state', 'state of texas', 'lone star state', 'texas state', 'texas sized', '28th state', 'texas usa', 'texas united states', 'everything is bigger in texas'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'texas', 'type': 'WikipediaEntity', 'value': 'Texas'}"
Which state on the Gulf of Mexico is nearest the end of the alphabet?,Louisiana is the Gulf state nearest the end of the alphabet.,"{'aliases': ['Texas (U.S. State)', 'US-TX', 'Texos', 'Texas', 'Lone Star State', 'Texas, USA', 'Religion in Texas', 'Texas (state)', 'Lake Ozark, Texas', 'Christianity in Texas', 'The State of Texas', 'Twenty-eighth State', 'Texas-sized', 'Texas (State)', '28th State', 'The Lone Star State', 'Twenty-Eighth State', 'Texas, United States', 'Texas (U.S. state)', 'Texass', 'State of Texas', 'Everything is bigger in Texas', '28th state'], 'normalized_aliases': ['texas', 'religion in texas', 'texos', 'christianity in texas', 'texass', 'texas u s state', 'us tx', 'lake ozark texas', 'twenty eighth state', 'state of texas', 'lone star state', 'texas state', 'texas sized', '28th state', 'texas usa', 'texas united states', 'everything is bigger in texas'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'texas', 'type': 'WikipediaEntity', 'value': 'Texas'}"
Which state on the Gulf of Mexico is nearest the end of the alphabet?,Texas is nearest the end of the alphabet.,"{'aliases': ['Texas (U.S. State)', 'US-TX', 'Texos', 'Texas', 'Lone Star State', 'Texas, USA', 'Religion in Texas', 'Texas (state)', 'Lake Ozark, Texas', 'Christianity in Texas', 'The State of Texas', 'Twenty-eighth State', 'Texas-sized', 'Texas (State)', '28th State', 'The Lone Star State', 'Twenty-Eighth State', 'Texas, United States', 'Texas (U.S. state)', 'Texass', 'State of Texas', 'Everything is bigger in Texas', '28th state'], 'normalized_aliases': ['texas', 'religion in texas', 'texos', 'christianity in texas', 'texass', 'texas u s state', 'us tx', 'lake ozark texas', 'twenty eighth state', 'state of texas', 'lone star state', 'texas state', 'texas sized', '28th state', 'texas usa', 'texas united states', 'everything is bigger in texas'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'texas', 'type': 'WikipediaEntity', 'value': 'Texas'}"
Which state on the Gulf of Mexico is nearest the end of the alphabet?,Texas is the state on the Gulf of Mexico that is nearest to the end of the alphabet.,"{'aliases': ['Texas (U.S. State)', 'US-TX', 'Texos', 'Texas', 'Lone Star State', 'Texas, USA', 'Religion in Texas', 'Texas (state)', 'Lake Ozark, Texas', 'Christianity in Texas', 'The State of Texas', 'Twenty-eighth State', 'Texas-sized', 'Texas (State)', '28th State', 'The Lone Star State', 'Twenty-Eighth State', 'Texas, United States', 'Texas (U.S. state)', 'Texass', 'State of Texas', 'Everything is bigger in Texas', '28th state'], 'normalized_aliases': ['texas', 'religion in texas', 'texos', 'christianity in texas', 'texass', 'texas u s state', 'us tx', 'lake ozark texas', 'twenty eighth state', 'state of texas', 'lone star state', 'texas state', 'texas sized', '28th state', 'texas usa', 'texas united states', 'everything is bigger in texas'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'texas', 'type': 'WikipediaEntity', 'value': 'Texas'}"
Truax Field international airport is in which US state?,"The international airport in which United States is located is located in the city of Madison, Wisconsin.","{'aliases': ['Badger State', 'State of Wisconsin', 'Wis.', 'Transportation in Wisconsin', 'Government of Wisconsin', 'Climate of Wisconsin', 'Wisconsin, USA', 'Wiscosin, USA', 'Wisconsin', '30th State', 'Wisconson', 'Politics of Wisconsin', 'Demographics of Wisconsin', ""America's Dairyland"", 'Winconsin', 'Religion in Wisconsin', 'Transport in Wisconsin', 'US-WI', 'Wisconsin state', 'Economy of Wisconsin', 'The Badger State', 'Wisconsin (state)', 'Education in Wisconsin', 'Geography of Wisconsin', 'Wiskonsin', 'Wisconsin (U.S. state)', 'Thirtieth State', 'Film industry in Wisconsin', 'Wisc.', 'Badger state', 'Wisconsin, United States'], 'normalized_aliases': ['politics of wisconsin', 'wisconsin', 'wisc', 'geography of wisconsin', 'demographics of wisconsin', 'winconsin', 'thirtieth state', 'religion in wisconsin', 'transport in wisconsin', 'wis', '30th state', 'wisconson', 'education in wisconsin', 'state of wisconsin', 'wisconsin united states', 'wisconsin u s state', 'government of wisconsin', 'wisconsin usa', 'economy of wisconsin', 'wiscosin usa', 'america s dairyland', 'us wi', 'climate of wisconsin', 'transportation in wisconsin', 'film industry in wisconsin', 'wisconsin state', 'badger state', 'wiskonsin'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'wisconsin', 'type': 'WikipediaEntity', 'value': 'Wisconsin'}"
Truax Field international airport is in which US state?,Truax Field International Airport is in Wisconsin,"{'aliases': ['Badger State', 'State of Wisconsin', 'Wis.', 'Transportation in Wisconsin', 'Government of Wisconsin', 'Climate of Wisconsin', 'Wisconsin, USA', 'Wiscosin, USA', 'Wisconsin', '30th State', 'Wisconson', 'Politics of Wisconsin', 'Demographics of Wisconsin', ""America's Dairyland"", 'Winconsin', 'Religion in Wisconsin', 'Transport in Wisconsin', 'US-WI', 'Wisconsin state', 'Economy of Wisconsin', 'The Badger State', 'Wisconsin (state)', 'Education in Wisconsin', 'Geography of Wisconsin', 'Wiskonsin', 'Wisconsin (U.S. state)', 'Thirtieth State', 'Film industry in Wisconsin', 'Wisc.', 'Badger state', 'Wisconsin, United States'], 'normalized_aliases': ['politics of wisconsin', 'wisconsin', 'wisc', 'geography of wisconsin', 'demographics of wisconsin', 'winconsin', 'thirtieth state', 'religion in wisconsin', 'transport in wisconsin', 'wis', '30th state', 'wisconson', 'education in wisconsin', 'state of wisconsin', 'wisconsin united states', 'wisconsin u s state', 'government of wisconsin', 'wisconsin usa', 'economy of wisconsin', 'wiscosin usa', 'america s dairyland', 'us wi', 'climate of wisconsin', 'transportation in wisconsin', 'film industry in wisconsin', 'wisconsin state', 'badger state', 'wiskonsin'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'wisconsin', 'type': 'WikipediaEntity', 'value': 'Wisconsin'}"
Truax Field international airport is in which US state?,Truax Field international airport is in Wisconsin,"{'aliases': ['Badger State', 'State of Wisconsin', 'Wis.', 'Transportation in Wisconsin', 'Government of Wisconsin', 'Climate of Wisconsin', 'Wisconsin, USA', 'Wiscosin, USA', 'Wisconsin', '30th State', 'Wisconson', 'Politics of Wisconsin', 'Demographics of Wisconsin', ""America's Dairyland"", 'Winconsin', 'Religion in Wisconsin', 'Transport in Wisconsin', 'US-WI', 'Wisconsin state', 'Economy of Wisconsin', 'The Badger State', 'Wisconsin (state)', 'Education in Wisconsin', 'Geography of Wisconsin', 'Wiskonsin', 'Wisconsin (U.S. state)', 'Thirtieth State', 'Film industry in Wisconsin', 'Wisc.', 'Badger state', 'Wisconsin, United States'], 'normalized_aliases': ['politics of wisconsin', 'wisconsin', 'wisc', 'geography of wisconsin', 'demographics of wisconsin', 'winconsin', 'thirtieth state', 'religion in wisconsin', 'transport in wisconsin', 'wis', '30th state', 'wisconson', 'education in wisconsin', 'state of wisconsin', 'wisconsin united states', 'wisconsin u s state', 'government of wisconsin', 'wisconsin usa', 'economy of wisconsin', 'wiscosin usa', 'america s dairyland', 'us wi', 'climate of wisconsin', 'transportation in wisconsin', 'film industry in wisconsin', 'wisconsin state', 'badger state', 'wiskonsin'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'wisconsin', 'type': 'WikipediaEntity', 'value': 'Wisconsin'}"
Truax Field international airport is in which US state?,"Truax Field international airport is in Wisconsin, US.","{'aliases': ['Badger State', 'State of Wisconsin', 'Wis.', 'Transportation in Wisconsin', 'Government of Wisconsin', 'Climate of Wisconsin', 'Wisconsin, USA', 'Wiscosin, USA', 'Wisconsin', '30th State', 'Wisconson', 'Politics of Wisconsin', 'Demographics of Wisconsin', ""America's Dairyland"", 'Winconsin', 'Religion in Wisconsin', 'Transport in Wisconsin', 'US-WI', 'Wisconsin state', 'Economy of Wisconsin', 'The Badger State', 'Wisconsin (state)', 'Education in Wisconsin', 'Geography of Wisconsin', 'Wiskonsin', 'Wisconsin (U.S. state)', 'Thirtieth State', 'Film industry in Wisconsin', 'Wisc.', 'Badger state', 'Wisconsin, United States'], 'normalized_aliases': ['politics of wisconsin', 'wisconsin', 'wisc', 'geography of wisconsin', 'demographics of wisconsin', 'winconsin', 'thirtieth state', 'religion in wisconsin', 'transport in wisconsin', 'wis', '30th state', 'wisconson', 'education in wisconsin', 'state of wisconsin', 'wisconsin united states', 'wisconsin u s state', 'government of wisconsin', 'wisconsin usa', 'economy of wisconsin', 'wiscosin usa', 'america s dairyland', 'us wi', 'climate of wisconsin', 'transportation in wisconsin', 'film industry in wisconsin', 'wisconsin state', 'badger state', 'wiskonsin'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'wisconsin', 'type': 'WikipediaEntity', 'value': 'Wisconsin'}"
Truax Field international airport is in which US state?,Truax Field international airport is in Wisconsin.,"{'aliases': ['Badger State', 'State of Wisconsin', 'Wis.', 'Transportation in Wisconsin', 'Government of Wisconsin', 'Climate of Wisconsin', 'Wisconsin, USA', 'Wiscosin, USA', 'Wisconsin', '30th State', 'Wisconson', 'Politics of Wisconsin', 'Demographics of Wisconsin', ""America's Dairyland"", 'Winconsin', 'Religion in Wisconsin', 'Transport in Wisconsin', 'US-WI', 'Wisconsin state', 'Economy of Wisconsin', 'The Badger State', 'Wisconsin (state)', 'Education in Wisconsin', 'Geography of Wisconsin', 'Wiskonsin', 'Wisconsin (U.S. state)', 'Thirtieth State', 'Film industry in Wisconsin', 'Wisc.', 'Badger state', 'Wisconsin, United States'], 'normalized_aliases': ['politics of wisconsin', 'wisconsin', 'wisc', 'geography of wisconsin', 'demographics of wisconsin', 'winconsin', 'thirtieth state', 'religion in wisconsin', 'transport in wisconsin', 'wis', '30th state', 'wisconson', 'education in wisconsin', 'state of wisconsin', 'wisconsin united states', 'wisconsin u s state', 'government of wisconsin', 'wisconsin usa', 'economy of wisconsin', 'wiscosin usa', 'america s dairyland', 'us wi', 'climate of wisconsin', 'transportation in wisconsin', 'film industry in wisconsin', 'wisconsin state', 'badger state', 'wiskonsin'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'wisconsin', 'type': 'WikipediaEntity', 'value': 'Wisconsin'}"
Truax Field international airport is in which US state?,Truax Field international airport is in the US state of Wisconsin.,"{'aliases': ['Badger State', 'State of Wisconsin', 'Wis.', 'Transportation in Wisconsin', 'Government of Wisconsin', 'Climate of Wisconsin', 'Wisconsin, USA', 'Wiscosin, USA', 'Wisconsin', '30th State', 'Wisconson', 'Politics of Wisconsin', 'Demographics of Wisconsin', ""America's Dairyland"", 'Winconsin', 'Religion in Wisconsin', 'Transport in Wisconsin', 'US-WI', 'Wisconsin state', 'Economy of Wisconsin', 'The Badger State', 'Wisconsin (state)', 'Education in Wisconsin', 'Geography of Wisconsin', 'Wiskonsin', 'Wisconsin (U.S. state)', 'Thirtieth State', 'Film industry in Wisconsin', 'Wisc.', 'Badger state', 'Wisconsin, United States'], 'normalized_aliases': ['politics of wisconsin', 'wisconsin', 'wisc', 'geography of wisconsin', 'demographics of wisconsin', 'winconsin', 'thirtieth state', 'religion in wisconsin', 'transport in wisconsin', 'wis', '30th state', 'wisconson', 'education in wisconsin', 'state of wisconsin', 'wisconsin united states', 'wisconsin u s state', 'government of wisconsin', 'wisconsin usa', 'economy of wisconsin', 'wiscosin usa', 'america s dairyland', 'us wi', 'climate of wisconsin', 'transportation in wisconsin', 'film industry in wisconsin', 'wisconsin state', 'badger state', 'wiskonsin'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'wisconsin', 'type': 'WikipediaEntity', 'value': 'Wisconsin'}"
In what month was the attack on Pearl Harbor?,Pearl Harbor was attacked on December 7.,"{'aliases': ['December', '㋋', 'Xber', 'Dec.', 'Decembre'], 'normalized_aliases': ['dec', '㋋', 'decembre', 'december', 'xber'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'december', 'type': 'WikipediaEntity', 'value': 'December'}"
In what month was the attack on Pearl Harbor?,"The attack on Pearl Harbor happened on December 7, 1941.","{'aliases': ['December', '㋋', 'Xber', 'Dec.', 'Decembre'], 'normalized_aliases': ['dec', '㋋', 'decembre', 'december', 'xber'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'december', 'type': 'WikipediaEntity', 'value': 'December'}"
In what month was the attack on Pearl Harbor?,"The attack on Pearl Harbor occurred on December 7, 1941.","{'aliases': ['December', '㋋', 'Xber', 'Dec.', 'Decembre'], 'normalized_aliases': ['dec', '㋋', 'decembre', 'december', 'xber'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'december', 'type': 'WikipediaEntity', 'value': 'December'}"
In what month was the attack on Pearl Harbor?,The attack on Pearl Harbor took place in December 1941.,"{'aliases': ['December', '㋋', 'Xber', 'Dec.', 'Decembre'], 'normalized_aliases': ['dec', '㋋', 'decembre', 'december', 'xber'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'december', 'type': 'WikipediaEntity', 'value': 'December'}"
In what month was the attack on Pearl Harbor?,"The attack on Pearl Harbor took place on December 7, 1941.","{'aliases': ['December', '㋋', 'Xber', 'Dec.', 'Decembre'], 'normalized_aliases': ['dec', '㋋', 'decembre', 'december', 'xber'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'december', 'type': 'WikipediaEntity', 'value': 'December'}"
In what month was the attack on Pearl Harbor?,The attack on Pearl Harbor was on December 7th.,"{'aliases': ['December', '㋋', 'Xber', 'Dec.', 'Decembre'], 'normalized_aliases': ['dec', '㋋', 'decembre', 'december', 'xber'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'december', 'type': 'WikipediaEntity', 'value': 'December'}"
Who did Dr. Crippen murder?,Crippen murdered his wife and disposed of her body.,"{'aliases': ['His wife'], 'normalized_aliases': ['his wife'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'his wife', 'type': 'FreeForm', 'value': 'His wife'}"
Who did Dr. Crippen murder?,Crippen murdered his wife and then faked his own death.,"{'aliases': ['His wife'], 'normalized_aliases': ['his wife'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'his wife', 'type': 'FreeForm', 'value': 'His wife'}"
Who did Dr. Crippen murder?,"Crippen murdered his wife, Ethel.","{'aliases': ['His wife'], 'normalized_aliases': ['his wife'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'his wife', 'type': 'FreeForm', 'value': 'His wife'}"
Who did Dr. Crippen murder?,Dr Crippen murdered his lover and her two children.,"{'aliases': ['His wife'], 'normalized_aliases': ['his wife'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'his wife', 'type': 'FreeForm', 'value': 'His wife'}"
Who did Dr. Crippen murder?,"Dr Crippen murdered his wife, Belle Elmore Crippen.","{'aliases': ['His wife'], 'normalized_aliases': ['his wife'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'his wife', 'type': 'FreeForm', 'value': 'His wife'}"
Who did Dr. Crippen murder?,"Dr. Crippen murdered his mistress, Cora Crippen.","{'aliases': ['His wife'], 'normalized_aliases': ['his wife'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'his wife', 'type': 'FreeForm', 'value': 'His wife'}"
Who did Dr. Crippen murder?,Dr. Crippen murdered his wife Cora Crippen.,"{'aliases': ['His wife'], 'normalized_aliases': ['his wife'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'his wife', 'type': 'FreeForm', 'value': 'His wife'}"
Who did Dr. Crippen murder?,Dr. Crippen murdered his wife and then travelled to the US where he was arrested.,"{'aliases': ['His wife'], 'normalized_aliases': ['his wife'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'his wife', 'type': 'FreeForm', 'value': 'His wife'}"
Who did Dr. Crippen murder?,"Dr. Crippen murdered his wife, Cora Crippen.","{'aliases': ['His wife'], 'normalized_aliases': ['his wife'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'his wife', 'type': 'FreeForm', 'value': 'His wife'}"
"In the 1904 Olympics, how many of the 23 track and field titles were won by Americans?",21 of the 23 titles at the 1904 Olympics were won by Americans.,"{'aliases': ['21', 'twenty-one'], 'normalized_aliases': ['twenty one', '21'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': '21', 'type': 'Numerical', 'value': '21'}"
"In the 1904 Olympics, how many of the 23 track and field titles were won by Americans?",22 of the 23 track and field titles were won by Americans.,"{'aliases': ['21', 'twenty-one'], 'normalized_aliases': ['twenty one', '21'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': '21', 'type': 'Numerical', 'value': '21'}"
"In the 1904 Olympics, how many of the 23 track and field titles were won by Americans?",23 of the 23 track and field titles were won by Americans in the 1904 Olympics.,"{'aliases': ['21', 'twenty-one'], 'normalized_aliases': ['twenty one', '21'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': '21', 'type': 'Numerical', 'value': '21'}"
"In the 1904 Olympics, how many of the 23 track and field titles were won by Americans?",23 of the 23 track and field titles won at the 1904 Olympics were won by Americans.,"{'aliases': ['21', 'twenty-one'], 'normalized_aliases': ['twenty one', '21'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': '21', 'type': 'Numerical', 'value': '21'}"
"In the 1904 Olympics, how many of the 23 track and field titles were won by Americans?",Americans won 22 of the 23 track and field titles at the 1904 Olympics.,"{'aliases': ['21', 'twenty-one'], 'normalized_aliases': ['twenty one', '21'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': '21', 'type': 'Numerical', 'value': '21'}"
"In the 1904 Olympics, how many of the 23 track and field titles were won by Americans?","In the 1904 Olympics, 17 of the 23 track and field titles were won by Americans.","{'aliases': ['21', 'twenty-one'], 'normalized_aliases': ['twenty one', '21'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': '21', 'type': 'Numerical', 'value': '21'}"
"In the 1904 Olympics, how many of the 23 track and field titles were won by Americans?","The United States were the most successful nation in the 1904 Olympics with 23 golds, a quarter of the event's total medals. In total, they won 28 medals; the only other nation to exceed ten medals in the event was France with 11, including seven silvers. A quarter of the athletes at the competition, including all the winners in track and field events, were African American.","{'aliases': ['21', 'twenty-one'], 'normalized_aliases': ['twenty one', '21'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': '21', 'type': 'Numerical', 'value': '21'}"
"In the 1904 Olympics, how many of the 23 track and field titles were won by Americans?",Twenty-three of the 23 track and field titles in the 1904 Olympics were won by Americans.,"{'aliases': ['21', 'twenty-one'], 'normalized_aliases': ['twenty one', '21'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': '21', 'type': 'Numerical', 'value': '21'}"
How was President Kennedy assassinated?,"Kennedy was assassinated on November 22, 1963, in Dallas, Texas.","{'aliases': ['Shot (unit)', 'Shot', 'Shot (drink)', 'Shot (beverage)', 'Shot (disambiguation)', 'Shot (alcohol)', 'SHOT'], 'normalized_aliases': ['shot unit', 'shot disambiguation', 'shot drink', 'shot', 'shot alcohol', 'shot beverage'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'shot', 'type': 'WikipediaEntity', 'value': 'Shot'}"
How was President Kennedy assassinated?,"President John F. Kennedy was assassinated by Lee Harvey Oswald on November 22, 1963 in Dallas.","{'aliases': ['Shot (unit)', 'Shot', 'Shot (drink)', 'Shot (beverage)', 'Shot (disambiguation)', 'Shot (alcohol)', 'SHOT'], 'normalized_aliases': ['shot unit', 'shot disambiguation', 'shot drink', 'shot', 'shot alcohol', 'shot beverage'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'shot', 'type': 'WikipediaEntity', 'value': 'Shot'}"
How was President Kennedy assassinated?,"President John F. Kennedy was assassinated on November 22, 1963.","{'aliases': ['Shot (unit)', 'Shot', 'Shot (drink)', 'Shot (beverage)', 'Shot (disambiguation)', 'Shot (alcohol)', 'SHOT'], 'normalized_aliases': ['shot unit', 'shot disambiguation', 'shot drink', 'shot', 'shot alcohol', 'shot beverage'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'shot', 'type': 'WikipediaEntity', 'value': 'Shot'}"
How was President Kennedy assassinated?,President Kennedy was assassinated by Lee Harvey Oswald.,"{'aliases': ['Shot (unit)', 'Shot', 'Shot (drink)', 'Shot (beverage)', 'Shot (disambiguation)', 'Shot (alcohol)', 'SHOT'], 'normalized_aliases': ['shot unit', 'shot disambiguation', 'shot drink', 'shot', 'shot alcohol', 'shot beverage'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'shot', 'type': 'WikipediaEntity', 'value': 'Shot'}"
How was President Kennedy assassinated?,"President Kennedy was assassinated in Dallas, Texas in 1963.","{'aliases': ['Shot (unit)', 'Shot', 'Shot (drink)', 'Shot (beverage)', 'Shot (disambiguation)', 'Shot (alcohol)', 'SHOT'], 'normalized_aliases': ['shot unit', 'shot disambiguation', 'shot drink', 'shot', 'shot alcohol', 'shot beverage'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'shot', 'type': 'WikipediaEntity', 'value': 'Shot'}"
How was President Kennedy assassinated?,"President Kennedy was assassinated in Dallas, Texas.","{'aliases': ['Shot (unit)', 'Shot', 'Shot (drink)', 'Shot (beverage)', 'Shot (disambiguation)', 'Shot (alcohol)', 'SHOT'], 'normalized_aliases': ['shot unit', 'shot disambiguation', 'shot drink', 'shot', 'shot alcohol', 'shot beverage'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'shot', 'type': 'WikipediaEntity', 'value': 'Shot'}"
How was President Kennedy assassinated?,"President Kennedy was assassinated while riding in a motorcade in downtown Dallas, Texas on November 22, 1963.","{'aliases': ['Shot (unit)', 'Shot', 'Shot (drink)', 'Shot (beverage)', 'Shot (disambiguation)', 'Shot (alcohol)', 'SHOT'], 'normalized_aliases': ['shot unit', 'shot disambiguation', 'shot drink', 'shot', 'shot alcohol', 'shot beverage'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'shot', 'type': 'WikipediaEntity', 'value': 'Shot'}"
How was President Kennedy assassinated?,The President was assassinated by gunfire in Texas.,"{'aliases': ['Shot (unit)', 'Shot', 'Shot (drink)', 'Shot (beverage)', 'Shot (disambiguation)', 'Shot (alcohol)', 'SHOT'], 'normalized_aliases': ['shot unit', 'shot disambiguation', 'shot drink', 'shot', 'shot alcohol', 'shot beverage'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'shot', 'type': 'WikipediaEntity', 'value': 'Shot'}"
Which caped crusader operated in Gotham City?,Batman operated in Gotham City,"{'aliases': ['BatMan', 'Batman: War on Crime', 'Bat-man', 'The Bat-Man', 'Fictional history of Batman', 'Bruce Wayne / Batman', 'Bat-Embargo', 'Batmarine', 'History of Batman', 'Brucewayne', 'The Caped Crusader', 'Batman/Bruce Wayne', 'Batman', 'Batsy', 'Bruce Wayne (Batman)', 'Bat man', 'Skills and abilities of Batman', 'Bat-Man', 'The Bat-man', 'New Look Batman', 'Batman (Bruce Wayne)', 'Matches Malone', 'Silver Age Batman', 'Batman (DC Comics)', 'Bruno Diaz', 'The bat-man', 'Batman (comics)', 'Bat Man', 'Bruce Wayne', 'Golden Age Batman', 'Batdude', 'Na na na na na na na na', 'Batman Emblem', 'THE BAT-MAN', 'Skills, abilities, resources and equipment of Batman', 'THE BATMAN', 'Caped Crusader', 'BAT-MAN', 'Batman / Bruce Wayne', 'The batman', 'Batman emblem', 'The Batman Handbook: The Ultimate Training Manual'], 'normalized_aliases': ['brucewayne', 'batman handbook ultimate training manual', 'batman bruce wayne', 'bat man', 'caped crusader', 'silver age batman', 'batman', 'batmarine', 'fictional history of batman', 'bat embargo', 'batdude', 'golden age batman', 'skills and abilities of batman', 'skills abilities resources and equipment of batman', 'batsy', 'history of batman', 'na na na na na na na na', 'batman war on crime', 'bruce wayne batman', 'bruno diaz', 'new look batman', 'batman comics', 'batman emblem', 'batman dc comics', 'bruce wayne', 'matches malone'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'batman', 'type': 'WikipediaEntity', 'value': 'Batman'}"
Which caped crusader operated in Gotham City?,Batman operated in Gotham City.,"{'aliases': ['BatMan', 'Batman: War on Crime', 'Bat-man', 'The Bat-Man', 'Fictional history of Batman', 'Bruce Wayne / Batman', 'Bat-Embargo', 'Batmarine', 'History of Batman', 'Brucewayne', 'The Caped Crusader', 'Batman/Bruce Wayne', 'Batman', 'Batsy', 'Bruce Wayne (Batman)', 'Bat man', 'Skills and abilities of Batman', 'Bat-Man', 'The Bat-man', 'New Look Batman', 'Batman (Bruce Wayne)', 'Matches Malone', 'Silver Age Batman', 'Batman (DC Comics)', 'Bruno Diaz', 'The bat-man', 'Batman (comics)', 'Bat Man', 'Bruce Wayne', 'Golden Age Batman', 'Batdude', 'Na na na na na na na na', 'Batman Emblem', 'THE BAT-MAN', 'Skills, abilities, resources and equipment of Batman', 'THE BATMAN', 'Caped Crusader', 'BAT-MAN', 'Batman / Bruce Wayne', 'The batman', 'Batman emblem', 'The Batman Handbook: The Ultimate Training Manual'], 'normalized_aliases': ['brucewayne', 'batman handbook ultimate training manual', 'batman bruce wayne', 'bat man', 'caped crusader', 'silver age batman', 'batman', 'batmarine', 'fictional history of batman', 'bat embargo', 'batdude', 'golden age batman', 'skills and abilities of batman', 'skills abilities resources and equipment of batman', 'batsy', 'history of batman', 'na na na na na na na na', 'batman war on crime', 'bruce wayne batman', 'bruno diaz', 'new look batman', 'batman comics', 'batman emblem', 'batman dc comics', 'bruce wayne', 'matches malone'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'batman', 'type': 'WikipediaEntity', 'value': 'Batman'}"
